Bandwidth Burn v0.91 Output File


Assignment: Block Prefetch64, Step Size(B): 1, Iterations/step: 10
Date: 2/11/2005, Time: 6:12:25 PM

Size(kB)  Bandwidth(MB/s)
========  ===============
  294  	     4982
  295  	     4981
  296  	     4982
  297  	     4982
  298  	     4983
  299  	     4981
  300  	     4982
  301  	     4983
  302  	     4983
  303  	     4981
  304  	     4982
  305  	     4982
  306  	     4982
  307  	     4982
  308  	     4982
  309  	     4982
  310  	     4983
  311  	     4982
  312  	     4982
  313  	     4982
  314  	     4982
  315  	     4982
  316  	     4981
  317  	     4982
  318  	     4981
  319  	     4982
  320  	     4982
  321  	     4982
  322  	     4982
  323  	     4982
  324  	     4982
  325  	     4982
  326  	     4981
  327  	     4982
  328  	     4982
  329  	     4981
  330  	     4981
  331  	     4982
  332  	     4982
  333  	     4982
  334  	     4982
  335  	     4982
  336  	     4981
  337  	     4980
  338  	     4982
  339  	     4978
  340  	     4982
  341  	     4982
  342  	     4982
  343  	     4982
  344  	     4982
  345  	     4971
  346  	     4981
  347  	     4982
  348  	     4982
  349  	     4979
  350  	     4980
  351  	     4982
  352  	     4982
  353  	     4982
  354  	     4981
  355  	     4981
  356  	     4979
  357  	     4977
  358  	     4978
  359  	     4972
  360  	     4979
  361  	     4978
  362  	     4974
  363  	     4973
  364  	     4974
  365  	     4976
  366  	     4972
  367  	     4974
  368  	     4978
  369  	     4974
  370  	     4974
  371  	     4978
  372  	     4973
  373  	     4978
  374  	     4978
  375  	     4975
  376  	     4972
  377  	     4973
  378  	     4973
  379  	     4972
  380  	     4972
  381  	     4976
  382  	     4973
  383  	     4934
  384  	     4896
  385  	     4861
  386  	     4822
  387  	     4807
  388  	     4811
  389  	     4780
  390  	     4804
  391  	     4669
  392  	     4533
  393  	     4411
  394  	     4297
  395  	     4300
  396  	     4300
  397  	     4303
  398  	     4304
  399  	     4302
  400  	     4307
  401  	     4308
  402  	     4308
  403  	     4308
  404  	     4313
  405  	     4308
  406  	     4316
  407  	     4316
  408  	     4319
  409  	     4318
  410  	     4318
  411  	     4323
  412  	     4320
  413  	     4324
  414  	     4320
  415  	     4324
  416  	     4326
  417  	     4320
  418  	     4327
  419  	     4315
  420  	     4344
  421  	     4340
  422  	     4334
  423  	     4337
  424  	     4329
  425  	     4327
  426  	     4316
  427  	     4331
  428  	     4329
  429  	     4336
  430  	     4338
  431  	     4339
  432  	     4340
  433  	     4317
  434  	     4341
  435  	     4330
  436  	     4307
  437  	     4310
  438  	     4281
  439  	     4212
  440  	     4183
  441  	     4159
  442  	     4138
  443  	     4131
  444  	     4133
  445  	     4154
  446  	     4150
  447  	     4127
  448  	     4115
  449  	     4122
  450  	     4113
  451  	     4105
  452  	     4094
  453  	     4111
  454  	     4132
  455  	     4091
  456  	     4049
  457  	     4035
  458  	     4053
  459  	     4026
  460  	     4002
  461  	     4061
  462  	     4060
  463  	     4012
  464  	     3991
  465  	     3951
  466  	     3948
  467  	     3848
  468  	     3777
  469  	     3723
  470  	     3649
  471  	     3616
  472  	     3537
  473  	     3507
  474  	     3461
  475  	     3457
  476  	     3449
  477  	     3433
  478  	     3463
  479  	     3418
  480  	     3443
  481  	     3447
  482  	     3439
  483  	     3380
  484  	     3376
  485  	     3354
  486  	     3309
  487  	     3319
  488  	     3339
  489  	     3324
  490  	     3331
  491  	     3351
  492  	     3328
  493  	     3340
  494  	     3340
  495  	     3333
  496  	     3334
  497  	     3343
  498  	     3351
  499  	     3306
  500  	     3305
  501  	     3319
  502  	     3303
  503  	     3289
  504  	     3298
  505  	     3287
  506  	     3299
  507  	     3305
  508  	     3304
  509  	     3283
  510  	     3310
  511  	     3265
  512  	     3249
  513  	     3247
  514  	     3218
  515  	     3207
  516  	     3231
  517  	     3223
  518  	     3228
  519  	     3217
  520  	     3214
  521  	     3210
  522  	     3214
  523  	     3236
  524  	     3221
  525  	     3218
  526  	     3228
  527  	     3182
  528  	     3168
  529  	     3140
  530  	     3111
  531  	     3098
  532  	     3101
  533  	     3103
  534  	     3099
  535  	     3082
  536  	     3071
  537  	     3066
  538  	     3077
  539  	     3078
  540  	     3080
  541  	     3084
  542  	     3084
  543  	     3085
  544  	     3088
  545  	     3088
  546  	     3091
  547  	     3079
  548  	     3078
  549  	     3075
  550  	     3079
  551  	     3082
  552  	     3085
  553  	     3087
  554  	     3089
  555  	     3090
  556  	     3095
  557  	     3095
  558  	     3096
  559  	     3098
  560  	     3100
  561  	     3103
  562  	     3109
  563  	     3090
  564  	     3093
  565  	     3084
  566  	     3095
  567  	     3098
  568  	     3097
  569  	     3100
  570  	     3104
  571  	     3103
  572  	     3106
  573  	     3108
  574  	     3108
  575  	     3093
  576  	     3097
  577  	     3104
  578  	     3116
  579  	     3113
  580  	     3117
  581  	     3120
  582  	     3126
  583  	     3112
  584  	     3113
  585  	     3110
  586  	     3116
  587  	     3118
  588  	     3118
  589  	     3121
  590  	     3122
  591  	     3075
  592  	     3064
  593  	     3037
  594  	     3026
  595  	     3010
  596  	     3016
  597  	     3018
  598  	     3023
  599  	     3007
  600  	     3013
  601  	     3012
  602  	     3024
  603  	     3023
  604  	     3027
  605  	     3026
  606  	     3027
  607  	     3030
  608  	     3033
  609  	     3037
  610  	     3033
  611  	     3022
  612  	     3028
  613  	     3018
  614  	     3029
  615  	     3031
  616  	     3032
  617  	     3037
  618  	     3042
  619  	     3043
  620  	     3044
  621  	     3046
  622  	     3048
  623  	     3048
  624  	     3052
  625  	     3055
  626  	     3057
  627  	     3043
  628  	     3043
  629  	     3043
  630  	     3053
  631  	     3053
  632  	     3054
  633  	     3054
  634  	     3058
  635  	     3061
  636  	     3061
  637  	     3060
  638  	     3065
  639  	     3049
  640  	     3055
  641  	     3058
  642  	     3060
  643  	     3061
  644  	     3061
  645  	     3060
  646  	     3064
  647  	     3055
  648  	     3058
  649  	     3067
  650  	     3066
  651  	     3068
  652  	     3070
  653  	     3073
  654  	     3077
  655  	     3057
  656  	     3058
  657  	     3051
  658  	     3047
  659  	     3036
  660  	     3038
  661  	     3039
  662  	     3040
  663  	     3029
  664  	     3031
  665  	     3033
  666  	     3043
  667  	     3043
  668  	     3044
  669  	     3047
  670  	     3048
  671  	     3049
  672  	     3052
  673  	     3055
  674  	     3053
  675  	     3045
  676  	     3045
  677  	     3046
  678  	     3052
  679  	     3052
  680  	     3056
  681  	     3056
  682  	     3061
  683  	     3063
  684  	     3063
  685  	     3066
  686  	     3067
  687  	     3068
  688  	     3068
  689  	     3071
  690  	     3072
  691  	     3061
  692  	     3065
  693  	     3063
  694  	     3068
  695  	     3070
  696  	     3067
  697  	     3073
  698  	     3074
  699  	     3075
  700  	     3077
  701  	     3080
  702  	     3081
  703  	     3064
  704  	     3073
  705  	     3074
  706  	     3080
  707  	     3080
  708  	     3080
  709  	     3079
  710  	     3085
  711  	     3076
  712  	     3082
  713  	     3079
  714  	     3079
  715  	     3083
  716  	     3084
  717  	     3086
  718  	     3092
  719  	     3079
  720  	     3084
  721  	     2974
  722  	     3082
  723  	     3067
  724  	     3081
  725  	     3074
  726  	     3078
  727  	     3070
  728  	     3071
  729  	     3074
  730  	     3085
  731  	     3083
  732  	     3084
  733  	     3086
  734  	     3087
  735  	     3091
  736  	     3091
  737  	     3092
  738  	     3090
  739  	     3082
  740  	     3082
  741  	     3084
  742  	     3089
  743  	     3088
  744  	     3092
  745  	     3095
  746  	     3098
  747  	     3098
  748  	     3101
  749  	     3101
  750  	     3105
  751  	     3104
  752  	     3107
  753  	     3104
  754  	     3111
  755  	     3098
  756  	     3103
  757  	     3103
  758  	     3106
  759  	     3107
  760  	     3106
  761  	     3106
  762  	     3108
  763  	     3111
  764  	     3112
  765  	     3113
  766  	     3115
  767  	     3104
  768  	     3109
  769  	     3109
  770  	     3117
  771  	     3116
  772  	     3118
  773  	     3117
  774  	     3120
  775  	     3107
  776  	     3110
  777  	     3108
  778  	     3112
  779  	     3116
  780  	     3116
  781  	     3117
  782  	     3118
  783  	     3109
  784  	     3113
  785  	     3113
  786  	     3118
  787  	     3105
  788  	     3107
  789  	     3105
  790  	     3110
  791  	     3099
  792  	     3098
  793  	     3103
  794  	     3111
  795  	     3112
  796  	     3115
  797  	     3113
  798  	     3115
  799  	     3117
  800  	     3119
  801  	     3122
  802  	     3120
  803  	     3109
  804  	     3110
  805  	     3108
  806  	     3111
  807  	     3111
  808  	     3110
  809  	     3110
  810  	     3111
  811  	     3111
  812  	     3114
  813  	     3115
  814  	     3116
  815  	     3118
  816  	     3120
  817  	     3118
  818  	     3125
  819  	     3113
  820  	     3113
  821  	     3114
  822  	     3121
  823  	     3122
  824  	     3121
  825  	     3124
  826  	     3126
  827  	     3126
  828  	     3128
  829  	     3128
  830  	     3133
  831  	     3121
  832  	     3128
  833  	     3130
  834  	     3132
  835  	     3136
  836  	     3133
  837  	     3132
  838  	     3137
  839  	     3128
  840  	     3127
  841  	     3126
  842  	     3129
  843  	     3129
  844  	     3134
  845  	     3133
  846  	     3132
  847  	     3126
  848  	     3130
  849  	     3125
  850  	     3136
  851  	     3121
  852  	     3119
  853  	     3122
  854  	     3127
  855  	     3115
  856  	     3122
  857  	     3122
  858  	     3128
  859  	     3126
  860  	     3126
  861  	     3129
  862  	     3124
  863  	     3133
  864  	     3133
  865  	     3133
  866  	     3133
  867  	     3127
  868  	     3127
  869  	     3127
  870  	     3129
  871  	     3132
  872  	     3110
  873  	     3090
  874  	     3072
  875  	     3078
  876  	     3074
  877  	     3079
  878  	     3078
  879  	     3075
  880  	     3078
  881  	     3081
  882  	     3084
  883  	     3071
  884  	     3069
  885  	     3077
  886  	     3082
  887  	     3080
  888  	     3085
  889  	     3088
  890  	     3073
  891  	     3089
  892  	     3091
  893  	     3091
  894  	     3090
  895  	     3085
  896  	     3081
  897  	     3083
  898  	     3089
  899  	     3090
  900  	     3087
  901  	     3090
  902  	     3094
  903  	     3079
  904  	     3074
  905  	     3078
  906  	     3079
  907  	     3086
  908  	     3085
  909  	     3089
  910  	     3092
  911  	     3079
  912  	     3083
  913  	     3080
  914  	     3087
  915  	     3078
  916  	     3075
  917  	     3069
  918  	     3078
  919  	     3065
  920  	     3071
  921  	     3072
  922  	     3073
  923  	     3076
  924  	     3075
  925  	     3077
  926  	     3077
  927  	     3077
  928  	     3079
  929  	     3081
  930  	     3082
  931  	     3074
  932  	     3078
  933  	     3078
  934  	     3080
  935  	     3053
  936  	     3032
  937  	     3032
  938  	     3030
  939  	     2993
  940  	     2975
  941  	     2957
  942  	     2933
  943  	     2933
  944  	     2934
  945  	     2941
  946  	     2939
  947  	     2929
  948  	     2932
  949  	     2933
  950  	     2930
  951  	     2935
  952  	     2937
  953  	     2942
  954  	     2940
  955  	     2944
  956  	     2944
  957  	     2948
  958  	     2950
  959  	     2952
  960  	     2952
  961  	     2951
  962  	     2958
  963  	     2949
  964  	     2956
  965  	     2956
  966  	     2957
  967  	     2949
  968  	     2948
  969  	     2946
  970  	     2951
  971  	     2935
  972  	     2950
  973  	     2947
  974  	     2954
  975  	     2942
  976  	     2944
  977  	     2938
  978  	     2949
  979  	     2937
  980  	     2938
  981  	     2937
  982  	     2947
  983  	     2937
  984  	     2941
  985  	     2942
  986  	     2941
  987  	     2943
  988  	     2938
  989  	     2943
  990  	     2951
  991  	     2949
  992  	     2946
  993  	     2955
  994  	     2956
  995  	     2947
  996  	     2947
  997  	     2947
  998  	     2955
  999  	     2939
  1,000  	     2928
  1,001  	     2933
  1,002  	     2933
  1,003  	     2930
  1,004  	     2927
  1,005  	     2922
  1,006  	     2919
  1,007  	     2920
  1,008  	     2921
  1,009  	     2925
  1,010  	     2925
  1,011  	     2925
  1,012  	     2926
  1,013  	     2924
  1,014  	     2929
  1,015  	     2931
  1,016  	     2930
  1,017  	     2933
  1,018  	     2933
  1,019  	     2936
  1,020  	     2935
  1,021  	     2937
  1,022  	     2938
  1,023  	     2939
  1,024  	     2940
  1,025  	     2942
  1,026  	     2943
  1,027  	     2943
  1,028  	     2942
  1,029  	     2944
  1,030  	     2946
  1,031  	     2935
  1,032  	     2939
  1,033  	     2936
  1,034  	     2941
  1,035  	     2943
  1,036  	     2944
  1,037  	     2947
  1,038  	     2950
  1,039  	     2942
  1,040  	     2944
  1,041  	     2940
  1,042  	     2943
  1,043  	     2938
  1,044  	     2941
  1,045  	     2927
  1,046  	     2946
  1,047  	     2921
  1,048  	     2939
  1,049  	     2939
  1,050  	     2946
  1,051  	     2939
  1,052  	     2945
  1,053  	     2950
  1,054  	     2947
  1,055  	     2948
  1,056  	     2949
  1,057  	     2949
  1,058  	     2949
  1,059  	     2945
  1,060  	     2946
  1,061  	     2946
  1,062  	     2952
  1,063  	     2936
  1,064  	     2937
  1,065  	     2940
  1,066  	     2927
  1,067  	     2934
  1,068  	     2930
  1,069  	     2928
  1,070  	     2928
  1,071  	     2914
  1,072  	     2931
  1,073  	     2928
  1,074  	     2933
  1,075  	     2933
  1,076  	     2924
  1,077  	     2930
  1,078  	     2929
  1,079  	     2936
  1,080  	     2938
  1,081  	     2932
  1,082  	     2936
  1,083  	     2937
  1,084  	     2940
  1,085  	     2941
  1,086  	     2943
  1,087  	     2943
  1,088  	     2944
  1,089  	     2946
  1,090  	     2948
  1,091  	     2937
  1,092  	     2949
  1,093  	     2944
  1,094  	     2951
  1,095  	     2944
  1,096  	     2946
  1,097  	     2940
  1,098  	     2936
  1,099  	     2938
  1,100  	     2938
  1,101  	     2947
  1,102  	     2946
  1,103  	     2936
  1,104  	     2937
  1,105  	     2934
  1,106  	     2933
  1,107  	     2934
  1,108  	     2934
  1,109  	     2934
  1,110  	     2936
  1,111  	     2921
  1,112  	     2932
  1,113  	     2934
  1,114  	     2937
  1,115  	     2936
  1,116  	     2933
  1,117  	     2936
  1,118  	     2934
  1,119  	     2934
  1,120  	     2935
  1,121  	     2939
  1,122  	     2935
  1,123  	     2929
  1,124  	     2934
  1,125  	     2934
  1,126  	     2936
  1,127  	     2922
  1,128  	     2926
  1,129  	     2930
  1,130  	     2931
  1,131  	     2929
  1,132  	     2929
  1,133  	     2927
  1,134  	     2928
  1,135  	     2899
  1,136  	     2878
  1,137  	     2854
  1,138  	     2839
  1,139  	     2839
  1,140  	     2838
  1,141  	     2838
  1,142  	     2843
  1,143  	     2832
  1,144  	     2841
  1,145  	     2845
  1,146  	     2847
  1,147  	     2847
  1,148  	     2844
  1,149  	     2850
  1,150  	     2851
  1,151  	     2852
  1,152  	     2854
  1,153  	     2851
  1,154  	     2855
  1,155  	     2843
  1,156  	     2855
  1,157  	     2857
  1,158  	     2860
  1,159  	     2852
  1,160  	     2837
  1,161  	     2851
  1,162  	     2857
  1,163  	     2854
  1,164  	     2860
  1,165  	     2860
  1,166  	     2856
  1,167  	     2854
  1,168  	     2856
  1,169  	     2851
  1,170  	     2860
  1,171  	     2857
  1,172  	     2854
  1,173  	     2856
  1,174  	     2861
  1,175  	     2849
  1,176  	     2856
  1,177  	     2852
  1,178  	     2857
  1,179  	     2827
  1,180  	     2810
  1,181  	     2791
  1,182  	     2771
  1,183  	     2775
  1,184  	     2773
  1,185  	     2778
  1,186  	     2778
  1,187  	     2771
  1,188  	     2774
  1,189  	     2773
  1,190  	     2772
  1,191  	     2738
  1,192  	     2771
  1,193  	     2773
  1,194  	     2775
  1,195  	     2771
  1,196  	     2774
  1,197  	     2772
  1,198  	     2769
  1,199  	     2768
  1,200  	     2766
  1,201  	     2776
  1,202  	     2764
  1,203  	     2777
  1,204  	     2771
  1,205  	     2778
  1,206  	     2776
  1,207  	     2781
  1,208  	     2781
  1,209  	     2780
  1,210  	     2785
  1,211  	     2782
  1,212  	     2780
  1,213  	     2775
  1,214  	     2787
  1,215  	     2787
  1,216  	     2782
  1,217  	     2790
  1,218  	     2782
  1,219  	     2782
  1,220  	     2782
  1,221  	     2782
  1,222  	     2795
  1,223  	     2781
  1,224  	     2778
  1,225  	     2789
  1,226  	     2787
  1,227  	     2789
  1,228  	     2793
  1,229  	     2787
  1,230  	     2791
  1,231  	     2783
  1,232  	     2781
  1,233  	     2783
  1,234  	     2790
  1,235  	     2782
  1,236  	     2777
  1,237  	     2787
  1,238  	     2788
  1,239  	     2781
  1,240  	     2790
  1,241  	     2782
  1,242  	     2791
  1,243  	     2783
  1,244  	     2788
  1,245  	     2788
  1,246  	     2787
  1,247  	     2789
  1,248  	     2794
  1,249  	     2783
  1,250  	     2781
  1,251  	     2789
  1,252  	     2793
  1,253  	     2792
  1,254  	     2790
  1,255  	     2783
  1,256  	     2790
  1,257  	     2782
  1,258  	     2790
  1,259  	     2791
  1,260  	     2782
  1,261  	     2786
  1,262  	     2791
  1,263  	     2791
  1,264  	     2790
  1,265  	     2788
  1,266  	     2795
  1,267  	     2787
  1,268  	     2781
  1,269  	     2790
  1,270  	     2779
  1,271  	     2777
  1,272  	     2788
  1,273  	     2791
  1,274  	     2778
  1,275  	     2799
  1,276  	     2796
  1,277  	     2798
  1,278  	     2802
  1,279  	     2776
  1,280  	     2798
